Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Asset Contact Person,Comments
Cabinet,U14_S4_SS2_B1_R1_C1,U14_S4_SS2_B1_R1_C1_NZ2,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2863,,12.2 (25R)SEE4 ,,,
Cabinet,U14_S4_SS2_B1_R1_C1,U14_S4_SS2_B1_R1_C1_SW12,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,Modicon,TCSESM043F23F0,,,15.2(7)E4,,,
Cabinet,U14_S4_SS2_B2_R1_C1,U14_S4_SS2_B2_R1_C1_FW1,Security Firewall,ACME Security Firewall,Firewall,Bitdefender,BOX,,,,12.2 (53r) SEY3,,,
Cabinet,U14_S4_SS2_B2_R1_C1,U14_S4_SS2_B2_R1_C1_FW23,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-800C,,,12.2 (25R)SEE4 ,,,
Cabinet,U14_S4_SS2_B2_R1_C1,U14_S4_SS2_B2_R1_C1_SW1,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 2960,,,,16.8.1r,,,
Cabinet,U14_S4_SS3_B1_R1_C1,U14_S4_SS3_B1_R1_C1_FW23,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-800C,,,12.2 (25R)SEE4 ,,,
Cabinet,U14_S4_SS3_B1_R1_C1,U14_S4_SS3_B1_R1_C1_FW73,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059191,,V15.2(7)e4,,,
Cabinet,U14_S4_SS3_B1_R1_C1,U14_S4_SS3_B1_R1_C1_FW77,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072124,,12.2 (44)SE5 ,,,
Cabinet,U14_S4_SS3_B1_R1_C1,U14_S4_SS3_B1_R1_C1_GW1,Main Gateway,ACME Main Gateway,Gateway,korenix,JetCon 2302,,,,15.2 (3R)E1,,,
Cabinet,U14_S4_SS3_B1_R1_C1,U14_S4_SS3_B1_R1_C1_NZ15,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2024BA4096,,12.2 (25R)SEE4 ,,,
Cabinet,U14_S4_SS3_B2_R1_C1,U14_S4_SS3_B2_R1_C1_FW40,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3050,,,,12.2 (53r) SEY3,,,
Cabinet,U14_S4_SS3_B2_R1_C1,U14_S4_SS3_B2_R1_C1_SW10,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,ConneXium Switch,499NES18100,,,12.2 (53r) SEY3,,,
Cabinet,U14_S4_SS4_B1_R1_C1,U14_S4_SS4_B1_R1_C1_CM1,GPS Clock Master,ACME GPS Clock Master,GPS Clock Master,Time Tools,T300,,,,16.6.7,,,
Cabinet,U14_S4_SS4_B1_R1_C1,U14_S4_SS4_B1_R1_C1_FW33,Security Firewall,ACME Security Firewall,Firewall,Netgear,Nighthawk X6,R8000,,,20.0.4.5,,,
Cabinet,U14_S4_SS4_B2_R1_C1,U14_S4_SS4_B2_R1_C1_FW52,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214544,,12.2 (44R)SE4,,,
Cabinet,U14_S4_SS4_B2_R1_C1,U14_S4_SS4_B2_R1_C1_NZ18,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2668,,12.2 (44R)SE4,,,
Cabinet,U14_S4_SS5_B1_R1_C1,U14_S4_SS5_B1_R1_C1_FW62,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801214542,,12.2 (25R)SEE4 ,,,
Cabinet,U14_S5_SS1_B1_R1_C1,U14_S5_SS1_B1_R1_C1_FW27,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B-POE,,,12.2 (53r) SEY3,,,
Cabinet,U14_S5_SS1_B1_R1_C1,U14_S5_SS1_B1_R1_C1_FW33,Security Firewall,ACME Security Firewall,Firewall,Netgear,Nighthawk X6,R8000,,,20.0.4.5,,,
Cabinet,U14_S5_SS1_B1_R1_C1,U14_S5_SS1_B1_R1_C1_NZ16,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2652,,12.2 (35R)SEY3,,,
Cabinet,U14_S5_SS1_B2_R1_C1,U14_S5_SS1_B2_R1_C1_SW13,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Siemens,Scalance XB005,,,,16.6.7,,,
Cabinet,U14_S5_SS2_B1_R1_C1,U14_S5_SS2_B1_R1_C1_RTR15,APN Router,ACME APN Router,Router,INSYS,MRX3 DSL,,,,12.2 (44R)SE4,,,
Cabinet,U14_S5_SS2_B2_R1_C1,U14_S5_SS2_B2_R1_C1_NZ7,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1486,,15.2 (3R)E1,,,
Cabinet,U14_S5_SS2_B2_R1_C1,U14_S5_SS2_B2_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,4300,,,,20.0.4.5,,,
Cabinet,U14_S5_SS3_B1_R1_C1,U14_S5_SS3_B1_R1_C1_FW24,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-500C,,,12.2 (35R)SEY3,,,
Cabinet,U14_S5_SS3_B1_R1_C1,U14_S5_SS3_B1_R1_C1_FW60,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197974,,V15.2(7)e4,,,
Cabinet,U14_S5_SS3_B1_R1_C1,U14_S5_SS3_B1_R1_C1_SW12,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,Modicon,TCSESM043F23F0,,,15.2(7)E4,,,
Cabinet,U14_S5_SS3_B2_R1_C1,U14_S5_SS3_B2_R1_C1_FW61,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801213558,,10.0.5,,,
Cabinet,U14_S5_SS4_B1_R1_C1,U14_S5_SS4_B1_R1_C1_FW26,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B,,,12.2 (44R)SE4,,,
Cabinet,U14_S5_SS4_B1_R1_C1,U14_S5_SS4_B1_R1_C1_FW50,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214540,,12.2 (35R)SEY3,,,
Cabinet,U14_S5_SS4_B2_R1_C1,U14_S5_SS4_B2_R1_C1_RTR11,APN Router,ACME APN Router,Router,INSYS,MRXS LTE,,,,10.0.5,,,
Cabinet,U14_S5_SS4_B2_R1_C1,U14_S5_SS4_B2_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U14_S5_SS5_B1_R1_C1,U14_S5_SS5_B1_R1_C1_FW44,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214514,,16.8.1r,,,
Cabinet,U14_S5_SS5_B1_R1_C1,U14_S5_SS5_B1_R1_C1_FW45,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214515,,2.0.001,,,
Cabinet,U14_S5_SS5_B1_R1_C1,U14_S5_SS5_B1_R1_C1_NZ5,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1479,,12.2 (44R)SE4,,,
Cabinet,U14_S5_SS5_B2_R1_C1,U14_S5_SS5_B2_R1_C1_RTR2,MLPS Router,ACME MLPS Router,Router,Cisco,2911,,,,V15.2(7)e4,,,
Cabinet,U15_S1_SS1_B1_R1_C1,U15_S1_SS1_B1_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,4300,,,,20.0.4.5,,,
Cabinet,U15_S1_SS1_B2_R1_C1,U15_S1_SS1_B2_R1_C1_RTR6,APN Router,ACME APN Router,Router,Cisco,1800 Series,,,,16.6.7,,,
Cabinet,U15_S1_SS1_B2_R1_C1,U15_S1_SS1_B2_R1_C1_SW7,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,NTRON,,105TX,,,12.2 (35R)SEY3,,,
Cabinet,U15_S1_SS2_B1_R1_C1,U15_S1_SS2_B1_R1_C1_FW61,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801213558,,10.0.5,,,
Cabinet,U15_S1_SS2_B1_R1_C1,U15_S1_SS2_B1_R1_C1_FW63,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223313,,12.2 (35R)SEY3,,,
Cabinet,U15_S1_SS2_B2_R1_C1,U15_S1_SS2_B2_R1_C1_NZ20,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,15.2 (3R)E1,,,
Cabinet,U15_S1_SS3_B1_R1_C1,U15_S1_SS3_B1_R1_C1_NZ12,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1494,,20.0.4.5,,,
Cabinet,U15_S1_SS3_B1_R1_C1,U15_S1_SS3_B1_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,1921 Series,,,,12.2 (44)SE5 ,,,
Cabinet,U15_S1_SS3_B2_R1_C1,U15_S1_SS3_B2_R1_C1_FW15,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3810A,,,15.2 (3R)E1,,,
Cabinet,U15_S1_SS3_B2_R1_C1,U15_S1_SS3_B2_R1_C1_FW61,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801213558,,10.0.5,,,
Cabinet,U15_S1_SS3_B2_R1_C1,U15_S1_SS3_B2_R1_C1_RTR12,APN Router,ACME APN Router,Router,INSYS,MRXS DSL,,,,12.2 (25R)SEE4 ,,,
Cabinet,U15_S1_SS4_B1_R1_C1,U15_S1_SS4_B1_R1_C1_FW19,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1240B,,,2.0.001,,,
Cabinet,U15_S1_SS4_B1_R1_C1,U15_S1_SS4_B1_R1_C1_FW30,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-80C,,,16.6.7,,,
Cabinet,U15_S1_SS4_B1_R1_C1,U15_S1_SS4_B1_R1_C1_FW47,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214518,,V15.2(7)e4,,,
Cabinet,U15_S1_SS4_B1_R1_C1,U15_S1_SS4_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U15_S1_SS4_B2_R1_C1,U15_S1_SS4_B2_R1_C1_FW57,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214672,,16.8.1r,,,
Cabinet,U15_S1_SS5_B1_R1_C1,U15_S1_SS5_B1_R1_C1_NZ25,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0393,,20.0.4.5,,,
Cabinet,U15_S1_SS5_B2_R1_C1,U15_S1_SS5_B2_R1_C1_NZ25,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0393,,20.0.4.5,,,
Cabinet,U15_S2_SS1_B1_R1_C1,U15_S2_SS1_B1_R1_C1_FW7,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3500F,,,20.0.4.5,,,
Cabinet,U15_S2_SS1_B1_R1_C1,U15_S2_SS1_B1_R1_C1_FW77,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072124,,12.2 (44)SE5 ,,,
Cabinet,U15_S2_SS1_B1_R1_C1,U15_S2_SS1_B1_R1_C1_FW9,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-4400F,,,10.0.5,,,
Cabinet,U15_S2_SS1_B2_R1_C1,U15_S2_SS1_B2_R1_C1_FW1,Security Firewall,ACME Security Firewall,Firewall,Bitdefender,BOX,,,,12.2 (53r) SEY3,,,
Cabinet,U15_S2_SS1_B2_R1_C1,U15_S2_SS1_B2_R1_C1_FW78,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072127,,12.2 (44R)SE4,,,
Cabinet,U15_S2_SS3_B2_R1_C1,U15_S2_SS3_B2_R1_C1_SW8,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,NTRON,,304TX,,,12.2 (44)SE5 ,,,
Cabinet,U15_S2_SS4_B1_R1_C1,U15_S2_SS4_B1_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,4300,,,,20.0.4.5,,,
Cabinet,U15_S2_SS4_B2_R1_C1,U15_S2_SS4_B2_R1_C1_FW25,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-300C,,,12.2 (44)SE5 ,,,
Cabinet,U15_S2_SS4_B2_R1_C1,U15_S2_SS4_B2_R1_C1_FW29,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100C,,,15.2(7)E4,,,
Cabinet,U15_S2_SS4_B2_R1_C1,U15_S2_SS4_B2_R1_C1_FW6,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3000F,,,2.0.001,,,
Cabinet,U15_S2_SS4_B2_R1_C1,U15_S2_SS4_B2_R1_C1_RTR7,APN Router,ACME APN Router,Router,Cisco,2800 Series,,,,16.8.1r,,,
Cabinet,U15_S2_SS5_B1_R1_C1,U15_S2_SS5_B1_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,4300,,,,20.0.4.5,,,
Cabinet,U15_S2_SS5_B1_R1_C1,U15_S2_SS5_B1_R1_C1_SW8,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,NTRON,,304TX,,,12.2 (44)SE5 ,,,
Cabinet,U15_S3_SS1_B1_R1_C1,U15_S3_SS1_B1_R1_C1_NZ11,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1493,,2.0.001,,,
Cabinet,U15_S3_SS1_B1_R1_C1,U15_S3_SS1_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U15_S3_SS2_B1_R1_C1,U15_S3_SS2_B1_R1_C1_FW13,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3140B,,,12.2 (44R)SE4,,,
Cabinet,U15_S3_SS2_B1_R1_C1,U15_S3_SS2_B1_R1_C1_FW47,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214518,,V15.2(7)e4,,,
Cabinet,U15_S3_SS2_B1_R1_C1,U15_S3_SS2_B1_R1_C1_FW72,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059186,,20.0.4.5,,,
Cabinet,U15_S3_SS2_B2_R1_C1,U15_S3_SS2_B2_R1_C1_SW14,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1005D,,,16.8.1r,,,
Cabinet,U15_S3_SS3_B1_R1_C1,U15_S3_SS3_B1_R1_C1_FW26,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B,,,12.2 (44R)SE4,,,
Cabinet,U15_S3_SS3_B1_R1_C1,U15_S3_SS3_B1_R1_C1_FW3,Security Firewall,ACME Security Firewall,Firewall,CUJO,AISIS Firewall,,,,15.2(7)E4,,,
Cabinet,U15_S3_SS3_B2_R1_C1,U15_S3_SS3_B2_R1_C1_FW11,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3810A,,,12.2 (35R)SEY3,,,
Cabinet,U15_S3_SS3_B2_R1_C1,U15_S3_SS3_B2_R1_C1_RTR6,APN Router,ACME APN Router,Router,Cisco,1800 Series,,,,16.6.7,,,
Cabinet,U15_S3_SS3_B2_R1_C1,U15_S3_SS3_B2_R1_C1_RTR8,APN Router,ACME APN Router,Router,Cisco,3800 Series,,,,2.0.001,,,
Cabinet,U15_S3_SS3_B2_R1_C1,U15_S3_SS3_B2_R1_C1_SW2,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 2960,,,,2.0.001,,,
Cabinet,U15_S3_SS4_B2_R1_C1,U15_S3_SS4_B2_R1_C1_FW39,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5020,,,,12.2 (44R)SE4,,,
Cabinet,U15_S3_SS4_B2_R1_C1,U15_S3_SS4_B2_R1_C1_FW40,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3050,,,,12.2 (53r) SEY3,,,
Cabinet,U15_S3_SS4_B2_R1_C1,U15_S3_SS4_B2_R1_C1_NZ25,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0393,,20.0.4.5,,,
Cabinet,U15_S3_SS4_B2_R1_C1,U15_S3_SS4_B2_R1_C1_RTR5,APN Router,ACME APN Router,Router,Cisco,800 Series,,,,15.2(7)E4,,,
Cabinet,U15_S3_SS5_B1_R1_C1,U15_S3_SS5_B1_R1_C1_FW35,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,,,10.0.5,,,
Cabinet,U15_S3_SS5_B1_R1_C1,U15_S3_SS5_B1_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U15_S4_SS1_B1_R1_C1,U15_S4_SS1_B1_R1_C1_NZ20,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,15.2 (3R)E1,,,
Cabinet,U15_S4_SS1_B2_R1_C1,U15_S4_SS1_B2_R1_C1_FW7,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3500F,,,20.0.4.5,,,
Cabinet,U15_S4_SS1_B2_R1_C1,U15_S4_SS1_B2_R1_C1_NZ8,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1487,,15.2(7)E4,,,
Cabinet,U15_S4_SS1_B2_R1_C1,U15_S4_SS1_B2_R1_C1_RTR13,APN Router,ACME APN Router,Router,INSYS,MRXS LAN,,,,12.2 (35R)SEY3,,,
Cabinet,U15_S4_SS3_B1_R1_C1,U15_S4_SS3_B1_R1_C1_FW28,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100D,,,15.2 (3R)E1,,,
Cabinet,U15_S4_SS3_B1_R1_C1,U15_S4_SS3_B1_R1_C1_MOD3,GSM Modem,ACME GSM Modem,Modem,Maestro,M100 3G,,,,12.2 (35R)SEY3,,,
Cabinet,U15_S4_SS3_B1_R1_C1,U15_S4_SS3_B1_R1_C1_SW9,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Phoenix Contact,,,,,12.2 (44R)SE4,,,
Cabinet,U15_S4_SS4_B1_R1_C1,U15_S4_SS4_B1_R1_C1_FW53,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214545,,12.2 (53r) SEY3,,,
Cabinet,U15_S4_SS4_B1_R1_C1,U15_S4_SS4_B1_R1_C1_GW2,Main Gateway,ACME Main Gateway,Gateway,Prolinx,ProLinx Gateway,,,,15.2(7)E4,,,
Cabinet,U15_S4_SS4_B2_R1_C1,U15_S4_SS4_B2_R1_C1_FW49,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214520,,12.2 (25R)SEE4 ,,,
Cabinet,U15_S4_SS4_B2_R1_C1,U15_S4_SS4_B2_R1_C1_FW74,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001068025,,10.0.5,,,
Cabinet,U15_S4_SS4_B2_R1_C1,U15_S4_SS4_B2_R1_C1_MOD3,GSM Modem,ACME GSM Modem,Modem,Maestro,M100 3G,,,,12.2 (35R)SEY3,,,
Cabinet,U15_S4_SS4_B2_R1_C1,U15_S4_SS4_B2_R1_C1_SW12,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,Modicon,TCSESM043F23F0,,,15.2(7)E4,,,
Cabinet,U15_S4_SS5_B1_R1_C1,U15_S4_SS5_B1_R1_C1_FW21,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1240B,,,V15.2(7)e4,,,
Cabinet,U15_S4_SS5_B1_R1_C1,U15_S4_SS5_B1_R1_C1_RTR10,APN Router,ACME APN Router,Router,Cisco,7200 Series,,,,V15.2(7)e4,,,
Cabinet,U15_S5_SS1_B1_R1_C1,U15_S5_SS1_B1_R1_C1_FW2,Security Firewall,ACME Security Firewall,Firewall,CISCO,FirePower,,,,15.2 (3R)E1,,,
Cabinet,U15_S5_SS1_B1_R1_C1,U15_S5_SS1_B1_R1_C1_FW24,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-500C,,,12.2 (35R)SEY3,,,
Cabinet,U15_S5_SS1_B1_R1_C1,U15_S5_SS1_B1_R1_C1_FW44,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214514,,16.8.1r,,,
Cabinet,U15_S5_SS1_B1_R1_C1,U15_S5_SS1_B1_R1_C1_FW58,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197786,,2.0.001,,,
Cabinet,U15_S5_SS2_B1_R1_C1,U15_S5_SS2_B1_R1_C1_FW49,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214520,,12.2 (25R)SEE4 ,,,
Cabinet,U15_S5_SS2_B1_R1_C1,U15_S5_SS2_B1_R1_C1_NZ10,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1490,,16.8.1r,,,
Cabinet,U15_S5_SS2_B2_R1_C1,U15_S5_SS2_B2_R1_C1_NZ9,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1488,,16.6.7,,,
Cabinet,U15_S5_SS3_B1_R1_C1,U15_S5_SS3_B1_R1_C1_FW2,Security Firewall,ACME Security Firewall,Firewall,CISCO,FirePower,,,,15.2 (3R)E1,,,
Cabinet,U15_S5_SS3_B1_R1_C1,U15_S5_SS3_B1_R1_C1_FW36,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-850,,,,12.2 (25R)SEE4 ,,,
Cabinet,U15_S5_SS3_B1_R1_C1,U15_S5_SS3_B1_R1_C1_FW64,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223321,,12.2 (44)SE5 ,,,
Cabinet,U15_S5_SS3_B2_R1_C1,U15_S5_SS3_B2_R1_C1_FW38,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5050,,,,12.2 (44)SE5 ,,,
Cabinet,U15_S5_SS3_B2_R1_C1,U15_S5_SS3_B2_R1_C1_FW49,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214520,,12.2 (25R)SEE4 ,,,
Cabinet,U15_S5_SS3_B2_R1_C1,U15_S5_SS3_B2_R1_C1_MOD3,GSM Modem,ACME GSM Modem,Modem,Maestro,M100 3G,,,,12.2 (35R)SEY3,,,
Cabinet,U15_S5_SS3_B2_R1_C1,U15_S5_SS3_B2_R1_C1_NZ14,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1497,,10.0.5,,,
Cabinet,U15_S5_SS4_B2_R1_C1,U15_S5_SS4_B2_R1_C1_FW29,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100C,,,15.2(7)E4,,,
Cabinet,U15_S5_SS5_B1_R1_C1,U15_S5_SS5_B1_R1_C1_FW27,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B-POE,,,12.2 (53r) SEY3,,,
Cabinet,U15_S5_SS5_B1_R1_C1,U15_S5_SS5_B1_R1_C1_FW45,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214515,,2.0.001,,,
Cabinet,U15_S5_SS5_B2_R1_C1,U15_S5_SS5_B2_R1_C1_CM1,GPS Clock Master,ACME GPS Clock Master,GPS Clock Master,Time Tools,T300,,,,16.6.7,,,
Cabinet,U15_S5_SS5_B2_R1_C1,U15_S5_SS5_B2_R1_C1_FW35,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,,,10.0.5,,,
Cabinet,U15_S5_SS5_B2_R1_C1,U15_S5_SS5_B2_R1_C1_FW37,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5060,,,,12.2 (35R)SEY3,,,
Cabinet,U21_S1_SS1_B1_R1_C1,U21_S1_SS1_B1_R1_C1_FW8,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-4200F,,,V15.2(7)e4,,,
Cabinet,U21_S1_SS1_B1_R1_C1,U21_S1_SS1_B1_R1_C1_NZ2,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2863,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S1_SS1_B1_R1_C1,U21_S1_SS1_B1_R1_C1_RTR3,APN Router,ACME APN Router,Router,Cisco,4300 Series,,,,12.2 (53r) SEY3,,,
Cabinet,U21_S1_SS1_B1_R1_C1,U21_S1_SS1_B1_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U21_S1_SS1_B2_R1_C1,U21_S1_SS1_B2_R1_C1_FW73,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059191,,V15.2(7)e4,,,
Cabinet,U21_S1_SS2_B1_R1_C1,U21_S1_SS2_B1_R1_C1_FW62,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801214542,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S1_SS2_B2_R1_C1,U21_S1_SS2_B2_R1_C1_FW31,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-40C,,,16.8.1r,,,
Cabinet,U21_S1_SS2_B2_R1_C1,U21_S1_SS2_B2_R1_C1_FW56,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214665,,16.6.7,,,
Cabinet,U21_S1_SS3_B1_R1_C1,U21_S1_SS3_B1_R1_C1_RTR3,APN Router,ACME APN Router,Router,Cisco,4300 Series,,,,12.2 (53r) SEY3,,,
Cabinet,U21_S1_SS3_B1_R1_C1,U21_S1_SS3_B1_R1_C1_SW4,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,D-Link,DGS,DGS-1024D,,,V15.2(7)e4,,,
Cabinet,U21_S1_SS3_B2_R1_C1,U21_S1_SS3_B2_R1_C1_FW75,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001068055,,12.2 (25R)SEE4 ,,,
